Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,audio_caption,visual_caption
3749,Were you just ten seconds later!,Chandler,neutral,neutral,374,6,8,3,"0:15:37,520","0:15:40,742",Angry,"The image shows a man and woman standing next to each other in a kitchen. The man is wearing an orange shirt and carrying a bag, while the woman is wearing a cream-colored dress. In the background, there is a wall with a paper attached to it, and to the right of the image, there are a few green objects on a rack."
3751,You already got the first class tickets.. you got the lounge!,Monica,anger,negative,374,7,8,3,"0:15:42,316","0:15:44,736",Angry,"The image shows a group of people standing around talking to each other in a room. In the center of the group is a man wearing a bag, and to his right is a woman wearing a dress. Behind them is a wall with a paper pasted on it, and on the right side of the image there is a rack with various objects placed on it."
3752,I mean we should get free stuff too!,Monica,anger,negative,374,8,8,3,"0:15:44,736","0:15:46,293",The speaker sounds angry.,"The image shows a group of people standing around talking to each other in a room with a wall in the background. On the right side of the image, there is a rack with various objects on it. In the center of the group is a man wearing a bag."
3753,I mean youre not the only ones on your honeymoon!,Monica,anger,negative,374,9,8,3,"00:15:46,487","00:15:49,530",Angry,"The image shows a group of people standing around each other in a kitchen. In the center of the group is a man wearing a bag, and to his right is a woman wearing a dress. Behind them is a wall with a paper pasted on it, and on the right side of the image is a rack with various objects. All of the people in the image have a human face."
3754,Well you can have the suite if you want.,Woman,neutral,neutral,374,10,8,3,"0:15:50,658","0:15:52,827",The speaker sounds neutral.,"The image shows a man and woman standing next to each other in front of a table, with the man holding an object in his hand. Behind them, there are a few other people standing, and in the background there are flowers and a wall."
3755,We dont care about where we stay.,Woman,neutral,neutral,374,11,8,3,"0:15:52,827","0:15:55,061",The speaker sounds happy.,"The image shows a man and woman standing next to each other in front of a table with papers on it, surrounded by a group of people, a plant with flowers, and a wall in the background."
3756,Were here to celebrate our love together.,Woman,anger,negative,374,12,8,3,"0:15:55,245","0:15:57,177",The speaker sounds happy.,"The image shows a man and woman standing next to each other in front of a table, both of them smiling. The woman is wearing a green dress and the man is holding a green bag. In the background, there are a few other people standing, a flower vase, and a wall."
3757,We dont have to get free stuff.,Woman,anger,negative,374,13,8,3,"0:15:57,177","0:15:59,641",Neutral,"The image shows a man and woman standing next to each other in front of a table, both of them smiling. On the table there are papers and a name board, and in the background there is a plant and a wall."
3758,We just want to be together.,Woman,joy,positive,374,14,8,3,"00:15:59,792","00:16:02,043",The speaker sounds happy.,"The image shows a man and woman standing next to each other in front of a table, both of them smiling. The man is holding a mobile phone in his hand, and there are books and other objects on the table. In the background, there is a plant and a wall."
3759,We need the stuff.,Chandler,neutral,neutral,374,15,8,3,"00:16:04,713","00:16:06,673","The speaker sounds male, happy and his speech is in English.","The image shows a man and woman standing next to each other in a room, with a wall in the background. The man is wearing a bag and the woman has a human face."
3760,Yes!,Mr. Zelner,joy,positive,375,0,5,17,"00:17:52,696","00:17:53,863",The speaker sounds happy.,"The image shows a man in a suit and tie standing in front of a desk with a smile on his face. On the desk there are books, pens, and other objects, and in the background there are boxes and other items on the racks. To the right of the man is a window with a curtain."
3761,"Okay, well then how about a handshake?",Rachel,neutral,neutral,375,1,5,17,"00:17:54,406","00:17:57,200",The speaker sounds happy.,"The image shows a woman standing in front of a man in a room, with a plant, window blinds, and a wall in the background."
3762,Oh God I'm sorry!,Rachel,joy,positive,375,2,5,17,"0:17:57,367","0:17:58,369",The speaker sounds surprised.,"The image shows a man and woman standing in front of a desk in a room. On the desk there are books, papers, and other objects, and to the right of the desk is a chair with a cloth draped over it. In the background, there are buildings visible through the window blinds."
3763,"Oh God, I'm sorry!",Rachel,joy,positive,375,3,5,17,"0:17:58,369","0:17:59,053","The speaker sounds female, between 16-25 years old, speaking in English with a","The image shows a man and woman standing in front of a desk in an office. On the desk there are books, papers, a lamp, and other objects. There is a chair with a cloth draped over it, a cupboard with various objects, and a window with window blinds. Through the window, we can see buildings and the sky."
3764,I did not mean to touch thatI mean,Rachel,fear,negative,375,4,5,17,"00:18:01,080","00:18:04,665",The speaker sounds angry.,"The image shows a man and woman standing in front of a door, with the woman covering her face with her hands. On the right side of the image, there is a hanger attached to the wall, and in the background there are window blinds."
3765,Hey Pheebs!,Joey,joy,positive,376,0,7,22,"0:15:45,527","0:15:46,445","It sounds like a male speaking English, with a neutral mood.","The image shows a man standing in front of a bar with a group of people sitting on a sofa. On the left side of the image there is a platform with various objects on it, and in the background there are lights and a board with something written on it."
3766,Hey!,Phoebe,joy,positive,376,1,7,22,"0:15:46,445","0:15:47,710","The speaker sounds female, happy, and between the ages of 16 to 25 years","The image shows a group of people sitting around a blue couch in a room. There is a man and a woman sitting on the couch, with the woman holding a book in her hands. On the table in front of them are various objects, and in the background there are lights and a wall."
3767,Check it out.  How much of a man am I?!,Joey,joy,positive,376,2,7,22,"00:15:49,865","00:15:58,998","The speaker sounds male, speaks English, and conveys an angry mood.","The image shows a man and woman sitting on a couch in a living room. There is a chair to the left of them and a person standing in the background. On the table in front of them are bottles, cups, and other objects."
3768,Wow! Nice! Manly and also kind of a slut.,Phoebe,fear,negative,376,3,7,22,"00:15:59,208","00:16:03,836",The speaker sounds female.,"The image shows a man and woman sitting on a couch in front of a bar. The man is wearing an orange t-shirt and the woman is wearing a blue dress. Behind them, there are bottles, cups, and other objects on the countertop."
3770,"which brings us back, of course, to Greelys theory of dominance.",Ross,neutral,neutral,377,0,8,12,"00:05:45,553","00:05:48,930",The speaker sounds like George W. Bush.,"The image shows a man standing in front of a classroom full of students, holding a book in his hand. On the right side of the image, there are benches with books on them, and in the background there is a wall with a clock, a flag, and photo frames."
